age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Private,355184,Assoc-acdm,12,Married-civ-spouse,Tech-support,Not-in-family,White,Male,4545,116,2,United-States,>50K
87,Private,121264,Masters,14,Divorced,Craft-repair,Husband,White,Female,1004,124,83,United-States,>50K
68,Never-worked,171113,HS-grad,9,Divorced,Sales,Wife,White,Male,6129,133,25,United-States,>50K
86,Local-gov,282859,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,1327,15,50,United-States,<=50K
49,Private,425019,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,7282,25,14,Mexico,>50K
65,Never-worked,472122,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Female,16,102,6,United-States,<=50K
45,Private,333870,Bachelors,13,Never-married,Other-service,Husband,White,Male,4581,22,76,United-States,>50K
79,Private,405124,HS-grad,9,Never-married,Exec-managerial,Husband,Black,Male,5350,45,84,United-States,>50K
38,Local-gov,390352,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,6489,6,87,United-States,>50K
42,State-gov,178147,Some-college,10,Divorced,Sales,Wife,White,Male,26,2,30,United-States,<=50K
44,Self-emp-not-inc,205659,11th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,376,26,30,United-States,<=50K
65,Private,325792,10th,6,Separated,Sales,Not-in-family,White,Female,2121,43,38,United-States,>50K
87,Private,31134,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,51,24,58,United-States,<=50K
65,Without-pay,256257,Masters,14,Separated,Machine-op-inspct,Husband,White,Female,131,43,94,India,>50K
36,Private,328287,Some-college,10,Never-married,Sales,Unmarried,White,Male,499,36,41,United-States,<=50K
79,Private,79123,Some-college,10,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,1436,57,94,United-States,>50K
77,Private,498775,Masters,14,Married-civ-spouse,Craft-repair,Wife,White,Female,1578,52,57,Germany,>50K
65,Private,186225,11th,7,Divorced,Craft-repair,Husband,Black,Female,69,27,36,United-States,<=50K
87,Private,143485,11th,7,Married-civ-spouse,Prof-specialty,Wife,White,Female,373,27,64,United-States,<=50K
17,Never-worked,231646,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,1385,7,98,United-States,<=50K
29,Private,163627,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,1802,35,16,United-States,>50K
67,Private,414168,Assoc-voc,11,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,321,44,88,United-States,<=50K
72,Private,210065,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,1017,32,78,United-States,>50K
78,Federal-gov,477216,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Female,4695,19,90,Germany,>50K
48,Private,393801,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,13623,63,72,Mexico,>50K
46,Private,76686,Bachelors,13,Married-civ-spouse,Other-service,Wife,Black,Female,8718,3,14,United-States,>50K
45,State-gov,384985,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,4268,122,31,United-States,>50K
65,State-gov,42264,HS-grad,9,Never-married,Craft-repair,Wife,White,Female,1003,1,66,India,<=50K
61,State-gov,246830,11th,7,Separated,Machine-op-inspct,Unmarried,White,Male,2320,163,68,United-States,>50K
46,Without-pay,450769,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,1077,31,65,United-States,<=50K
32,Private,195431,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,2091,26,55,United-States,>50K
56,Local-gov,382029,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Female,740,14,84,India,>50K
35,Private,239394,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,1863,0,78,United-States,>50K
34,State-gov,150880,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,1483,16,40,United-States,<=50K
17,Self-emp-not-inc,62330,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,49,5,25,United-States,<=50K
63,Local-gov,124672,Assoc-acdm,12,Never-married,Craft-repair,Husband,White,Male,3128,53,25,Puerto-Rico,>50K
82,Self-emp-not-inc,310489,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,23,19,3,United-States,<=50K
54,Private,472833,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,693,72,69,United-States,<=50K
67,Private,49222,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,11,11,26,United-States,<=50K
79,Never-worked,67755,Some-college,10,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,943,115,40,United-States,>50K
20,Never-worked,281077,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,130,37,38,United-States,<=50K
17,Private,340351,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Female,4895,6,38,Puerto-Rico,>50K
24,Private,184811,Masters,14,Never-married,Machine-op-inspct,Wife,White,Male,1074,25,68,United-States,<=50K
